domain_accession,n_species,species_fraction,category,domain_name,description,clan_accession,clan_id
PF02970,20,1.0,core,TBCA,Tubulin binding cofactor A,CL0743,Spectrin
PF02966,20,1.0,core,DIM1,Mitosis protein DIM1,CL0172,Thioredoxin
PF02953,20,1.0,core,zf-Tim10_DDP,Tim10/DDP family zinc finger,,
PF02934,20,1.0,core,GatB_N,GatB/GatE catalytic domain,CL0286,GCS
PF02933,20,1.0,core,CDC48_2,"Cell division protein 48 (CDC48), domain 2",CL0402,Cdc48_2-like
PF02919,20,1.0,core,Topoisom_I_N,"Eukaryotic DNA topoisomerase I, DNA binding fragment",,
PF02911,20,1.0,core,Formyl_trans_C,"Formyl transferase, C-terminal domain",,
PF02910,20,1.0,core,Succ_DH_flav_C,Fumarate reductase flavoprotein C-term,,
PF02902,20,1.0,core,Peptidase_C48,"Ulp1 protease family, C-terminal catalytic domain",CL0125,Peptidase_CA
PF02893,20,1.0,core,GRAM,GRAM domain,CL0266,PH
PF02891,20,1.0,core,zf-MIZ,MIZ/SP-RING zinc finger,CL0229,RING
PF02889,20,1.0,core,Sec63,Sec63 Brl domain,,
PF01990,20,1.0,core,ATP-synt_F,ATP synthase (F/14-kDa) subunit,,
PF28441,20,1.0,core,RRM_11,RRM domain,CL0221,RRM
PF01813,20,1.0,core,ATP-synt_D,ATP synthase subunit D ,,
PF01883,20,1.0,core,FeS_assembly_P,Iron-sulfur cluster assembly protein,CL0232,NifU
PF01937,20,1.0,core,ARMT1-like_dom,Damage-control phosphatase ARMT1-like domain,,
PF01981,20,1.0,core,PTH2,Peptidyl-tRNA hydrolase PTH2,CL0305,PTH2
PF01805,20,1.0,core,Surp,Surp module,,
PF01871,20,1.0,core,AMMECR1,AMMECR1,,
PF01922,20,1.0,core,SRP19,SRP19 protein,CL0123,HTH
PF01851,20,1.0,core,PC_rep,Proteasome/cyclosome repeat,CL0020,TPR
PF01984,20,1.0,core,dsDNA_bind,Double-stranded DNA-binding domain,,
PF01929,20,1.0,core,Ribosomal_L14e,Ribosomal protein L14,CL0010,SH3
PF01846,20,1.0,core,FF,FF domain,CL0584,FF
PF01875,20,1.0,core,Memo,Memo-like protein,CL0283,LigB
PF01868,20,1.0,core,RNase_P-MRP_p29,"Ribonuclease P/MRP, subunit p29",CL0986,Sm-like
PF01849,20,1.0,core,NAC,NAC domain,,
PF01926,20,1.0,core,MMR_HSR1,50S ribosome-binding GTPase,CL0023,P-loop_NTPase
PF01812,20,1.0,core,5-FTHF_cyc-lig,5-formyltetrahydrofolate cyclo-ligase family,CL0063,NADP_Rossmann
PF01873,20,1.0,core,eIF-5_eIF-2B,Domain found in IF2B/IF5,CL0123,HTH
PF01966,20,1.0,core,HD,HD domain,CL0237,HD_PDEase
PF01956,20,1.0,core,EMC3_TMCO1,Integral membrane protein EMC3/TMCO1-like,CL0376,Oxa1
PF01853,20,1.0,core,MOZ_SAS,MOZ/SAS family,CL0257,Acetyltrans
PF01920,20,1.0,core,Prefoldin_2,Prefoldin subunit,CL0200,Prefoldin
PF01912,20,1.0,core,eIF-6,eIF-6 family,CL0197,GME
PF01823,20,1.0,core,MACPF,MAC/Perforin domain,CL0293,CDC
PF01916,20,1.0,core,DS,Deoxyhypusine synthase,CL0063,NADP_Rossmann
PF01965,20,1.0,core,DJ-1_PfpI,DJ-1/PfpI family,CL0014,Glutaminase_I
PF01951,20,1.0,core,Archease,Archease protein family (MTH1598/TM1083),CL0319,SHS2
PF01866,20,1.0,core,Diphthamide_syn,Putative diphthamide synthesis protein,,
PF01918,20,1.0,core,Alba,Alba,CL0441,AlbA
PF01876,20,1.0,core,RNase_P_p30,RNase P subunit p30,CL0036,TIM_barrel
PF22808,19,0.95,soft_core,RhopH3_C,RhopH3 C-terminal domain,,
PF03091,19,0.95,soft_core,CutA1,CutA1 divalent ion tolerance protein,CL0089,GlnB-like
PF00218,19,0.95,soft_core,IGPS,Indole-3-glycerol phosphate synthase,CL0036,TIM_barrel
PF13234,19,0.95,soft_core,MTR4_beta-barrel,"Mtr4-like, beta-barrel domain",CL0010,SH3
PF04495,19,0.95,soft_core,GRASP55_65,GRASP55/65 PDZ-like domain ,CL0466,PDZ-like
PF00935,19,0.95,soft_core,Ribosomal_L44,Ribosomal protein L44,CL0167,Zn_Beta_Ribbon
PF06859,19,0.95,soft_core,Bin3,Bicoid-interacting protein 3 (Bin3),CL0063,NADP_Rossmann
PF03951,19,0.95,soft_core,Gln-synt_N,"Glutamine synthetase, beta-Grasp domain",CL1002,GS_N
PF03099,19,0.95,soft_core,BPL_LplA_LipB,Biotin/lipoate A/B protein ligase family,CL0040,tRNA_synt_II
PF13339,19,0.95,soft_core,AATF-Che1,Apoptosis antagonizing transcription factor,,
PF03083,19,0.95,soft_core,MtN3_slv,Sugar efflux transporter for intercellular exchange,CL0141,MtN3-like
PF03006,19,0.95,soft_core,HlyIII,Haemolysin-III related,CL0192,GPCR_A
PF00830,19,0.95,soft_core,Ribosomal_L28,Ribosomal L28 family,,
PF00831,19,0.95,soft_core,Ribosomal_L29,Ribosomal L29 protein,CL0346,Ribo_L29
PF22062,19,0.95,soft_core,OB_DPOA2,"DNA polymerase alpha subunit B, OB domain",CL0021,OB
PF22241,19,0.95,soft_core,PSMD12-CSN4_N,"PSMD12/CSN4, N-terminal",CL0020,TPR
PF05158,19,0.95,soft_core,RNA_pol_Rpc34,RNA polymerase Rpc34 subunit,CL0123,HTH
PF02410,19,0.95,soft_core,RsfS,Ribosomal silencing factor during starvation,CL0260,NTP_transf
PF08660,19,0.95,soft_core,Alg14,Oligosaccharide biosynthesis protein Alg14 like,CL0113,GT-B
PF00875,19,0.95,soft_core,DNA_photolyase,DNA photolyase,CL0039,HUP
PF03034,19,0.95,soft_core,PSS,Phosphatidyl serine synthase,,
PF03054,19,0.95,soft_core,tRNA_Me_trans,tRNA methyl transferase HUP domain,CL0039,HUP
PF03998,19,0.95,soft_core,Utp11,Utp11 protein,,
PF00887,19,0.95,soft_core,ACBP,Acyl CoA binding protein,CL0632,FERM_M
PF06862,19,0.95,soft_core,Utp25_C,"Utp25, C-terminal domain",,
PF05191,19,0.95,soft_core,ADK_lid,"Adenylate kinase, active site lid",CL0167,Zn_Beta_Ribbon
PF13177,19,0.95,soft_core,DNA_pol3_delta2,"DNA polymerase III, delta subunit",CL0023,P-loop_NTPase
PF13365,19,0.95,soft_core,Trypsin_2,Trypsin-like peptidase domain,CL0124,Peptidase_PA
PF00209,19,0.95,soft_core,SNF,Sodium:neurotransmitter symporter family,CL0062,APC
PF12907,19,0.95,soft_core,zf-met2,Zinc-binding,CL0361,C2H2-zf
PF00953,19,0.95,soft_core,Glycos_transf_4,Glycosyl transferase family 4,,
PF05254,19,0.95,soft_core,UPF0203,Uncharacterised protein family (UPF0203),,
PF12537,19,0.95,soft_core,GPHR_N,The Golgi pH Regulator (GPHR) Family N-terminal,,
PF06842,19,0.95,soft_core,DUF1242,Protein of unknown function (DUF1242),,
PF23519,19,0.95,soft_core,Microp_apicomplexa_10,Apicomplexa microprotein,,
PF02263,19,0.95,soft_core,GBP,"Guanylate-binding protein, N-terminal domain",CL0023,P-loop_NTPase
PF12420,19,0.95,soft_core,DUF3671,"Fam-L, Fam-M like protein",,
PF23531,19,0.95,soft_core,Microp_apicomplexa_17,Apicomplexa microprotein,,
PF23533,19,0.95,soft_core,Microp_apicomplexa_19,Apicomplexa microprotein,,
PF08071,19,0.95,soft_core,RS4NT,RS4NT (NUC023) domain,,
PF12340,19,0.95,soft_core,DUF3638,Protein of unknown function (DUF3638),,
PF23579,19,0.95,soft_core,ARM_TBCD,"Tubulin-specific chaperone D-like, ARM repeat",CL0020,TPR
PF00162,19,0.95,soft_core,PGK,Phosphoglycerate kinase,,
PF08059,19,0.95,soft_core,SEP,SEP domain,,
PF12295,19,0.95,soft_core,Symplekin_C,Symplekin tight junction protein C terminal,,
PF24105,19,0.95,soft_core,Beta-prop_CAF1B_HIR1,CAF1B/HIR1 beta-propeller domain,CL0186,Beta_propeller
PF12247,19,0.95,soft_core,MKT1_N,Temperature dependent protein affecting M2 dsRNA replication,,
PF12237,19,0.95,soft_core,PCIF1_WW,Phosphorylated CTD interacting factor 1 WW domain,,
PF00145,19,0.95,soft_core,DNA_methylase,C-5 cytosine-specific DNA methylase,CL0063,NADP_Rossmann
PF12554,19,0.95,soft_core,MOZART1,Mitotic-spindle organizing gamma-tubulin ring associated,,
PF01086,19,0.95,soft_core,Clathrin_lg_ch,Clathrin light chain,,
PF12589,19,0.95,soft_core,WBS_methylT,Methyltransferase involved in Williams-Beuren syndrome,,
PF08145,19,0.95,soft_core,BOP1NT,BOP1NT (NUC169) domain,,
PF01722,19,0.95,soft_core,BolA,BolA-like protein,,
PF02325,19,0.95,soft_core,CCB3_YggT,CCB3/YggT,,
PF22958,19,0.95,soft_core,Ltn1_1st,"E3 ubiquitin-protein ligase listerin, N-terminal domain",CL0020,TPR
PF23025,19,0.95,soft_core,YbjQ_2,"C2 domain-containing protein 5, YbjQ-like domain",CL0522,YbjQ-like
PF05127,19,0.95,soft_core,NAT10_TcmA_helicase,"RNA cytidine acetyltransferase NAT10/TcmA, helicase domain",CL0023,P-loop_NTPase
PF05362,19,0.95,soft_core,Lon_C,Lon protease (S16) C-terminal proteolytic domain,CL0329,S5
PF00999,19,0.95,soft_core,Na_H_Exchanger,"Sodium/hydrogen exchanger, transmembrane",CL0064,CPA_AT
PF03908,19,0.95,soft_core,Sec20,Sec20,CL0445,SNARE-fusion
PF05608,19,0.95,soft_core,RTE1,RTE1-like,CL0125,Peptidase_CA
PF03901,19,0.95,soft_core,Glyco_transf_22,Alg9-like mannosyltransferase family,CL0111,GT-C
PF01020,19,0.95,soft_core,Ribosomal_L40e,Ribosomal L40e family,CL0167,Zn_Beta_Ribbon
PF01026,19,0.95,soft_core,TatD_DNase,TatD related DNase,CL0036,TIM_barrel
PF23264,19,0.95,soft_core,DUF7073,Domain of unknown function (DUF7073),,
PF01061,19,0.95,soft_core,ABC2_membrane,ABC-2 type transporter,CL0181,ABC-2
PF03878,19,0.95,soft_core,YIF1,YIF1,CL0112,Yip1
PF23511,19,0.95,soft_core,ISD11,ISD11 family,CL0491,LYR-like
PF05131,19,0.95,soft_core,Pep3_Vps18,Pep3/Vps18/deep orange beta-propeller domain,CL0186,Beta_propeller
PF05063,19,0.95,soft_core,MT-A70,MT-A70 ,CL0063,NADP_Rossmann
PF02991,19,0.95,soft_core,ATG8,Autophagy protein Atg8 ubiquitin like,CL0072,Ubiquitin
PF04652,19,0.95,soft_core,Vta1,Vta1 like,,
PF01896,19,0.95,soft_core,DNA_primase_S,DNA primase small subunit,CL0243,AEP
PF18307,19,0.95,soft_core,Tfb2_C,Transcription factor Tfb2 (p52) C-terminal domain,,
PF04676,19,0.95,soft_core,CwfJ_C_2,Protein similar to CwfJ C-terminus 2,,
PF02769,19,0.95,soft_core,AIRS_C,"AIR synthase related protein, C-terminal domain",,
PF16213,19,0.95,soft_core,DCB,"Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain",CL0020,TPR
PF04696,19,0.95,soft_core,Pinin_SDK_memA,pinin/SDK/memA/ protein conserved region,,
PF16200,19,0.95,soft_core,Band_7_C,C-terminal region of band_7,,
PF08292,19,0.95,soft_core,RNA_pol_Rbc25,RNA polymerase III subunit Rpc25,CL0021,OB
PF00589,19,0.95,soft_core,Phage_integrase,Phage integrase family,CL0382,DNA-mend
PF08541,19,0.95,soft_core,ACP_syn_III_C,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal  ,CL0046,Thiolase
PF04161,19,0.95,soft_core,Arv1,Arv1-like family ,,
PF16093,19,0.95,soft_core,PAC4,Proteasome assembly chaperone 4,CL0765,PAC
PF18995,19,0.95,soft_core,PRT6_C,Proteolysis_6 C-terminal,,
PF02676,19,0.95,soft_core,TYW3,Methyltransferase TYW3,,
PF19031,19,0.95,soft_core,Intu_longin_1,"First Longin domain of INTU, CCZ1 and HPS4",CL0431,PF
PF08545,19,0.95,soft_core,ACP_syn_III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,CL0046,Thiolase
PF02656,19,0.95,soft_core,DUF202,Domain of unknown function (DUF202),,
PF01632,19,0.95,soft_core,Ribosomal_L35p,Ribosomal protein L35,,
PF04258,19,0.95,soft_core,Peptidase_A22B,Signal peptide peptidase,CL0130,Peptidase_AD
PF02990,19,0.95,soft_core,EMP70,Endomembrane protein 70,,
PF08351,19,0.95,soft_core,TmcA_N,"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal",CL0023,P-loop_NTPase
PF07491,19,0.95,soft_core,PPI_Ypi1,Protein phosphatase inhibitor  ,,
PF02800,19,0.95,soft_core,Gp_dh_C,"Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",CL0139,GADPH_aa-bio_dh
PF17292,19,0.95,soft_core,POB3_N,POB3-like N-terminal PH domain,CL0266,PH
PF02799,19,0.95,soft_core,NMT_C,"Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain",CL0257,Acetyltrans
PF00471,19,0.95,soft_core,Ribosomal_L33,Ribosomal protein L33,CL0167,Zn_Beta_Ribbon
PF17807,19,0.95,soft_core,zf-UBP_var,Variant UBP zinc finger,CL0229,RING
PF04419,19,0.95,soft_core,SERF-like_N,"Small EDRK-rich factor 1/2-like, N-terminal",,
PF02823,19,0.95,soft_core,ATP-synt_DE_N,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",,
PF00453,19,0.95,soft_core,Ribosomal_L20,Ribosomal protein L20,,
PF17098,19,0.95,soft_core,Wtap,WTAP/Mum2p family,,
PF16916,19,0.95,soft_core,ZT_dimer,"Cation efflux protein, cytoplasmic domain",CL0232,NifU
PF01902,19,0.95,soft_core,Diphthami_syn_2_N,Diphthamide synthase N-terminal domain,CL0039,HUP
PF17867,19,0.95,soft_core,AAA_lid_7,Midasin AAA lid domain,CL0671,AAA_lid
PF04571,19,0.95,soft_core,Lipin_N,"lipin, N-terminal conserved region",,
PF07522,19,0.95,soft_core,DRMBL,DNA repair metallo-beta-lactamase,CL0398,RMMBL_DRMBL
PF00408,19,0.95,soft_core,PGM_PMM_IV,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",CL0407,TBP-like
PF02776,19,0.95,soft_core,TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",CL0254,THDP-binding
PF19036,19,0.95,soft_core,Fuz_longin_1,"First Longin domain of FUZ, MON1 and HPS1",CL0431,PF
PF19037,19,0.95,soft_core,Fuz_longin_2,"Second Longin domain of FUZ, MON1 and HPS1",CL0431,PF
PF15519,19,0.95,soft_core,RBM39linker,linker between RRM2 and RRM3 domains in RBM39 protein,,
PF15511,19,0.95,soft_core,CENP-T_C,Centromere kinetochore component CENP-T histone fold,CL0012,Histone
PF05011,19,0.95,soft_core,DBR1,"Lariat debranching enzyme, C-terminal domain",,
PF08231,19,0.95,soft_core,SYF2,SYF2 splicing factor,,
PF00281,19,0.95,soft_core,Ribosomal_L5,Ribosomal protein L5,CL0652,S24e_L23_L15e
PF00278,19,0.95,soft_core,Orn_DAP_Arg_deC,"Pyridoxal-dependent decarboxylase, C-terminal sheet domain",CL0866,ALR_C-like
PF05046,19,0.95,soft_core,Img2,Mitochondrial large subunit ribosomal protein (Img2),,
PF13893,19,0.95,soft_core,RRM_5,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",CL0221,RRM
PF21404,19,0.95,soft_core,AMG1_III,"Phosphoacetylglucosamine mutase AMG1, domain III",CL0754,PGM_I-III
PF21405,19,0.95,soft_core,AMG1_II,"Phosphoacetylglucosamine mutase AMG1, domain II",CL0754,PGM_I-III
PF05051,19,0.95,soft_core,COX17,Cytochrome C oxidase copper chaperone (COX17),CL0351,CHCH
PF13864,19,0.95,soft_core,Enkurin,Calmodulin-binding,,
PF05057,19,0.95,soft_core,DUF676,Putative serine esterase (DUF676),CL0028,AB_hydrolase
PF24541,19,0.95,soft_core,Thioredox_PDIA6_C,"PDIA6-like, C-terminal thioredoxin-like domain",CL0172,Thioredoxin
PF21516,19,0.95,soft_core,YqeH-like_C,"YqeH-like, C-terminal",,
PF06991,19,0.95,soft_core,MFAP1,Microfibril-associated/Pre-mRNA processing,,
PF02460,19,0.95,soft_core,Patched,Patched SSD,CL0322,RND_permease
PF13725,19,0.95,soft_core,tRNA_bind_2,Possible tRNA binding domain,CL0123,HTH
PF13718,19,0.95,soft_core,GNAT_acetyltr_2,GNAT acetyltransferase 2,CL0257,Acetyltrans
PF00288,19,0.95,soft_core,GHMP_kinases_N,GHMP kinases N terminal domain,CL0329,S5
PF14260,19,0.95,soft_core,zf-C4pol,C4-type zinc-finger of DNA polymerase delta,,
PF04086,19,0.95,soft_core,SRP-alpha_N,"Signal recognition particle, alpha subunit, N-terminal",CL0431,PF
PF08576,19,0.95,soft_core,DUF1764,Eukaryotic protein of unknown function (DUF1764),,
PF08245,19,0.95,soft_core,Mur_ligase_M,Mur ligase middle domain,CL0023,P-loop_NTPase
PF19326,19,0.95,soft_core,AMP_deaminase,AMP deaminase,CL0036,TIM_barrel
PF14990,19,0.95,soft_core,DUF4516,Domain of unknown function (DUF4516),,
PF20662,19,0.95,soft_core,COG4_C,"Conserved oligomeric Golgi complex subunit 4, C-terminal",CL0020,TPR
PF01667,19,0.95,soft_core,Ribosomal_S27e,Ribosomal protein S27,CL0167,Zn_Beta_Ribbon
PF21021,19,0.95,soft_core,FAF1,Fas-associated factor 1,CL0172,Thioredoxin
PF04921,19,0.95,soft_core,XAP5,"XAP5, circadian clock regulator C-terminal domain",CL0072,Ubiquitin
PF21038,19,0.95,soft_core,CEP104_N,"Centrosomal protein CEP104, N-terminal domain",CL0202,GBD
PF14438,19,0.95,soft_core,SM-ATX,Ataxin 2 SM domain,CL0986,Sm-like
PF21039,19,0.95,soft_core,CEP104_ZnF,"Centrosomal protein CEP104, ZnF",CL0361,C2H2-zf
PF08585,19,0.95,soft_core,RMI1_N_C,"RMI1, N-terminal OB-fold domain",CL0021,OB
PF14555,19,0.95,soft_core,UBA_4,UBA-like domain,CL0214,UBA
PF07106,19,0.95,soft_core,WHD_TBPIP,TBPIP/Hop2 winged helix domain,CL0123,HTH
PF21091,19,0.95,soft_core,SPT16_C,"FACT complex subunit SPT16, C-terminal domain",,
PF02542,19,0.95,soft_core,YgbB,YgbB family,,
PF21154,19,0.95,soft_core,RPN7_PSMD6_C,26S proteasome regulatory subunit RPN7/PSMD6 C-terminal helix,,
PF02223,19,0.95,soft_core,Thymidylate_kin,Thymidylate kinase,CL0023,P-loop_NTPase
PF00490,19,0.95,soft_core,ALAD,Delta-aminolevulinic acid dehydratase,CL0036,TIM_barrel
PF26962,19,0.95,soft_core,DUF8302,Domain of unknown function (DUF8302),,
PF07967,19,0.95,soft_core,zf-C3HC,NuBaID N-terminal domain (aka zf-C3HC),CL0417,BIR-like
PF03291,19,0.95,soft_core,mRNA_G-N7_MeTrfase,mRNA (guanine-N(7))-methyltransferase domain,CL0063,NADP_Rossmann
PF06741,19,0.95,soft_core,LsmAD,LsmAD domain,,
PF03271,19,0.95,soft_core,EB1,EB1-like C-terminal motif,,
PF09725,19,0.95,soft_core,Fra10Ac1,Folate-sensitive fragile site protein Fra10Ac1,,
PF06762,19,0.95,soft_core,LMF1,Lipase maturation factor transmembrane domain,CL0131,DoxD-like
PF26801,19,0.95,soft_core,CH_HOOK_api,Apicomplexan hook protein Calponin-homology domain,CL0188,CH
PF01370,19,0.95,soft_core,Epimerase,NAD dependent epimerase/dehydratase family,CL0063,NADP_Rossmann
PF06454,19,0.95,soft_core,THH1_TOM1-3_dom,THH1/TOM1/TOM3 domain,CL0192,GPCR_A
PF09280,19,0.95,soft_core,XPC-binding,XPC-binding domain,,
PF10197,19,0.95,soft_core,Cir_N,N-terminal domain of CBF1 interacting co-repressor CIR,,
PF26729,19,0.95,soft_core,TMA17_helical,TMA17 helical domain,,
PF03483,19,0.95,soft_core,B3_4,B3/4 domain,CL0383,PheT-TilS
PF01170,19,0.95,soft_core,UPF0020,"RMKL-like, methyltransferase domain",CL0063,NADP_Rossmann
PF11566,19,0.95,soft_core,PI31_Prot_N,PI31 proteasome regulator N-terminal,,
PF26148,19,0.95,soft_core,VPS18_RING_C,VPS18 RING C-terminal domain,CL0229,RING
PF10181,19,0.95,soft_core,PIG-H,"GPI-GlcNAc transferase complex, PIG-H component",CL0266,PH
PF26172,19,0.95,soft_core,RESC8,RNA-editing substrate-binding complex 8 protein,CL0020,TPR
PF26192,19,0.95,soft_core,RNF157-like_N,RNF157-like N-terminal domain,CL0159,E-set
PF10104,19,0.95,soft_core,Brr6_like_C_C,Di-sulfide bridge nucleocytoplasmic transport domain,,
PF01167,19,0.95,soft_core,Tub,Tub family,CL0395,Tubby_C
PF26254,19,0.95,soft_core,Ig_TRAPPC9-Trs120_1st,"Trs120/TRAPPC9, first Ig-like domain",CL0159,E-set
PF03665,19,0.95,soft_core,UPF0172,Uncharacterised protein family (UPF0172),CL0366,JAB
PF26753,19,0.95,soft_core,SIS3_N,"SIS3, N-terminal domain",,
PF02142,19,0.95,soft_core,MGS,MGS-like domain,,
PF06624,19,0.95,soft_core,RAMP4,Ribosome associated membrane protein RAMP4,,
PF00044,19,0.95,soft_core,Gp_dh_N,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",CL0063,NADP_Rossmann
PF01195,19,0.95,soft_core,Pept_tRNA_hydro,Peptidyl-tRNA hydrolase,CL0408,PUP
PF06155,19,0.95,soft_core,GBBH-like_N,"Gamma-butyrobetaine hydroxylase-like, N-terminal",,
PF03660,19,0.95,soft_core,PHF5,PHF5-like protein,,
PF01227,19,0.95,soft_core,GTP_cyclohydroI,GTP cyclohydrolase I,CL0334,THBO-biosyn
PF02109,19,0.95,soft_core,DAD,DAD family,,
PF01194,19,0.95,soft_core,RNA_pol_N,RNA polymerases N / 8 kDa subunit,,
PF03332,19,0.95,soft_core,PMM,Eukaryotic phosphomannomutase,CL0137,HAD
PF10601,19,0.95,soft_core,zf-LITAF-like,LITAF-like zinc ribbon domain,CL0167,Zn_Beta_Ribbon
PF10382,19,0.95,soft_core,ZGRF1-like_N,"DNA helicase ZGRF1-like, N-terminal domain",,
PF09358,19,0.95,soft_core,E1_UFD,Ubiquitin fold domain,,
PF10263,19,0.95,soft_core,SprT-like,SprT-like family,CL0126,Peptidase_MA
PF03517,19,0.95,soft_core,Voldacs,Regulator of volume decrease after cellular swelling,CL0266,PH
PF09174,19,0.95,soft_core,Maf1,Maf1 regulator,,
PF06221,19,0.95,soft_core,zf-C2HC5,"Putative zinc finger motif, C2HC5-type",,
PF06244,19,0.95,soft_core,Ccdc124,Coiled-coil domain-containing protein 124 /Oxs1,CL0114,HMG-box
PF01782,19,0.95,soft_core,RimM,RimM N-terminal domain,CL0866,ALR_C-like
PF03446,19,0.95,soft_core,NAD_binding_2,NAD binding domain of 6-phosphogluconate dehydrogenase,CL0063,NADP_Rossmann
PF03485,19,0.95,soft_core,Arg_tRNA_synt_N,Arginyl tRNA synthetase N terminal domain,,
PF01344,19,0.95,soft_core,Kelch_1,Kelch motif,CL0186,Beta_propeller
PF03807,19,0.95,soft_core,F420_oxidored,NADP oxidoreductase coenzyme F420-dependent,CL0063,NADP_Rossmann
PF01249,19,0.95,soft_core,Ribosomal_S21e,Ribosomal protein S21e ,,
PF01974,19,0.95,soft_core,tRNA_int_endo,"tRNA intron endonuclease, catalytic C-terminal domain",CL0236,PDDEXK
PF06775,19,0.95,soft_core,Seipin,Putative adipose-regulatory protein (Seipin),,
PF02037,19,0.95,soft_core,SAP,SAP domain,CL0306,HeH
PF09751,19,0.95,soft_core,Es2,Nuclear protein Es2,,
PF03399,19,0.95,soft_core,SAC3_GANP,SAC3/GANP family,CL0123,HTH
PF02207,19,0.95,soft_core,zf-UBR,Putative zinc finger in N-recognin (UBR box),CL0782,BBOX
PF25390,19,0.95,soft_core,WD40_RLD,RCC1-like domain,CL0186,Beta_propeller
PF08839,19,0.95,soft_core,CDT1,DNA replication factor CDT1 like,CL0123,HTH
PF26466,19,0.95,soft_core,DNA_primase_lrg_N,"Eukaryotic and archaeal DNA primase, large subunit N-terminal domain",,
PF03224,19,0.95,soft_core,V-ATPase_H_N,V-ATPase subunit H,CL0020,TPR
PF02130,19,0.95,soft_core,YbeY,Endoribonuclease YbeY,CL0126,Peptidase_MA
PF06645,19,0.95,soft_core,SPC12,Microsomal signal peptidase 12 kDa subunit (SPC12),,
PF01363,19,0.95,soft_core,FYVE,FYVE zinc finger,CL0229,RING
PF24635,19,0.95,soft_core,DUF7632,Domain of unknown function (DUF7632),,
PF25400,19,0.95,soft_core,PH_FAN,FAN protein N-terminal PH domain,CL0266,PH
PF25342,19,0.95,soft_core,GT_PLOD,PLOD GT domain,CL0110,GT-A
PF26726,19,0.95,soft_core,Helical_RasGEFs,RasGEFs all helical domain,,
PF05746,19,0.95,soft_core,DALR_1,DALR anticodon binding domain,CL0258,DALR
PF12009,19,0.95,soft_core,Telomerase_RBD,Telomerase ribonucleoprotein complex - RNA binding domain,,
PF01791,19,0.95,soft_core,DeoC,DeoC/LacD family aldolase,CL0036,TIM_barrel
PF05739,19,0.95,soft_core,SNARE,SNARE domain,CL0445,SNARE-fusion
PF03803,19,0.95,soft_core,Scramblase,Scramblase ,CL0395,Tubby_C
PF06423,19,0.95,soft_core,GWT1,GWT1,CL0316,Acyl_transf_3
PF01132,19,0.95,soft_core,EFP,Elongation factor P (EF-P) OB domain,CL0021,OB
PF09767,19,0.95,soft_core,DUF2053,Predicted membrane protein (DUF2053),,
PF01269,19,0.95,soft_core,Fibrillarin,Fibrillarin,CL0063,NADP_Rossmann
PF26292,19,0.95,soft_core,PUA_elF2D,"elF2D, PUA domain",CL0178,PUA
PF01368,19,0.95,soft_core,DHH,"DHH family, N-terminal domain",CL0137,HAD
PF06432,19,0.95,soft_core,GPI2,Phosphatidylinositol N-acetylglucosaminyltransferase,,
PF06814,19,0.95,soft_core,GOST_TM,"GOST, seven transmembrane domain",CL0192,GPCR_A
PF25179,19,0.95,soft_core,LMF1_C,Lipase maturation factor C-terminal domain,,
PF01779,19,0.95,soft_core,Ribosomal_L29e,Ribosomal L29e protein family,,
PF24807,19,0.95,soft_core,WD40_CDC20-Fz,CDC20/Fizzy WD40 domain,CL0186,Beta_propeller
PF06102,19,0.95,soft_core,RRP36,rRNA biogenesis protein RRP36,,
PF09430,19,0.95,soft_core,EMC7_beta-sandw,"ER membrane protein complex subunit 7, beta-sandwich domain",CL0287,Transthyretin
PF07780,19,0.95,soft_core,Spb1_C,Spb1 C-terminal domain,,
PF09429,19,0.95,soft_core,Wbp11,WW domain binding protein 11,,
PF06703,19,0.95,soft_core,SPC25,Microsomal signal peptidase 25 kDa subunit (SPC25),,
PF24796,19,0.95,soft_core,WDR55,WDR55,CL0186,Beta_propeller
PF09377,19,0.95,soft_core,SBDS_domain_II,"SBDS protein, domain II",CL0437,EF-G_C
PF11815,19,0.95,soft_core,DUF3336,Domain of unknown function (DUF3336),,
PF10338,19,0.95,soft_core,YBL028C_N,"YBL028C ribosome biogenesis factor, N-terminal domain",CL0820,RBAF-like
