domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF00587,PF04073,22,132,22,76215,0.038,0.1667,577.386,9.173,2.7800152454904355e-62,False,False,CL0040,,4.599937794177617e-62,True,True,tRNA-synt_2b,tRNA_edit
PF00587,PF09180,22,132,22,76215,0.038,0.1667,577.386,9.173,2.7800152454904355e-62,False,False,CL0040,,4.599937794177617e-62,True,True,tRNA-synt_2b,ProRS-C_1
PF12774,PF17852,95,128,98,76215,0.165,0.7252,577.202,9.173,1.1498556979254163e-280,False,False,CL0023,,2.9014692110984673e-279,True,True,AAA_6,Dynein_AAA_lid
PF00091,PF03953,109,131,110,76215,0.189,0.8258,576.505,9.171,0.0,False,False,CL0063,CL0442,0.0,True,True,Tubulin,Tubulin_C
PF08385,PF08393,46,52,117,76215,0.08,0.374,576.248,9.171,2.555795199509239e-127,False,False,,,1.6258293832172218e-126,True,True,DHC_N1,DHC_N2
PF12774,PF12781,88,128,91,76215,0.153,0.6718,575.8,9.169,1.4475115222112572e-257,False,True,CL0023,CL0023,2.739415555784804e-256,True,False,AAA_6,AAA_9
PF12774,PF12775,127,128,132,76215,0.222,0.9549,572.876,9.162,0.0,False,True,CL0023,CL0023,0.0,True,False,AAA_6,AAA_7
PF08393,PF12777,102,117,116,76215,0.178,0.7786,572.792,9.162,1.4112371277037564e-300,False,False,,,3.956690761747198e-299,True,True,DHC_N2,MT
PF12775,PF12781,90,132,91,76215,0.158,0.6767,571.041,9.157,3.153945717386831e-265,False,True,CL0023,CL0023,6.452802454221166e-264,True,False,AAA_7,AAA_9
PF00675,PF05193,106,131,108,76215,0.186,0.797,571.02,9.157,1.082059e-317,False,True,CL0094,CL0094,3.5613858e-316,True,False,Peptidase_M16,Peptidase_M16_C
PF07647,PF07714,27,31,117,76215,0.048,0.2231,567.357,9.148,1.2870744530879065e-73,False,False,CL0003,CL0016,2.7957399167504883e-73,True,True,SAM_2,PK_Tyr_Ser-Thr
PF00805,PF23264,5,32,21,76215,0.009,0.1042,567.076,9.147,1.9034211039834854e-13,False,False,CL0505,,1.9711214442072481e-13,True,True,Pentapeptide,DUF7073
PF00730,PF07934,9,55,22,76215,0.016,0.1324,566.888,9.147,1.3140357853122899e-23,False,False,CL0198,CL0407,1.4671461496775862e-23,True,True,HhH-GPD,OGG_N
PF12775,PF17852,96,132,98,76215,0.17,0.7164,565.603,9.144,3.1965082662962075e-283,False,False,CL0023,,8.20256527995332e-282,True,True,AAA_7,Dynein_AAA_lid
PF00133,PF19302,22,135,22,76215,0.039,0.163,564.556,9.141,4.761216614982051e-62,False,False,CL0039,,7.869521785024919e-62,True,True,tRNA-synt_1,DUF5915
PF00133,PF06827,12,135,12,76215,0.021,0.0889,564.556,9.141,5.77131912200585e-34,False,False,CL0039,CL0839,6.945768800251873e-34,True,True,tRNA-synt_1,zf-FPG_IleRS
PF00133,PF13603,7,135,7,76215,0.012,0.0519,564.556,9.141,4.672023158434385e-20,False,True,CL0039,CL0039,5.041655781803036e-20,True,False,tRNA-synt_1,tRNA-synt_1_2
PF05773,PF06544,21,66,43,76215,0.037,0.2386,563.959,9.139,1.4225160834438117e-54,False,False,CL0208,CL0622,2.1218614289004244e-54,True,True,RWD,Prp3_C
PF03028,PF17857,46,122,51,76215,0.082,0.3622,563.467,9.138,3.3107333963584917e-127,False,False,CL0023,CL0671,2.088520984202815e-126,True,True,Dynein_heavy,AAA_lid_1
PF00690,PF13246,43,43,136,76215,0.077,0.3162,560.404,9.13,3.780302250553002e-122,False,False,,CL0137,2.262204587880334e-121,True,True,Cation_ATPase_N,Cation_ATPase
PF00521,PF02518,23,45,70,76215,0.041,0.25,556.49,9.12,9.753244421197088e-60,False,False,,CL0025,1.538167922259624e-59,True,True,DNA_topoisoIV,HATPase_c
PF12777,PF17852,83,116,98,76215,0.149,0.6336,556.461,9.12,4.5806368179630524e-235,False,False,,,7.538134937387023e-234,True,True,MT,Dynein_AAA_lid
PF08385,PF12777,44,52,116,76215,0.079,0.3548,555.945,9.119,6.494254240627328e-120,False,False,,,3.796255181586785e-119,True,True,DHC_N1,MT
PF00133,PF08264,127,135,129,76215,0.228,0.927,555.803,9.118,0.0,False,False,CL0039,CL0258,0.0,True,True,tRNA-synt_1,Anticodon_1
PF03028,PF12777,103,122,116,76215,0.186,0.763,554.702,9.116,6.735705424440394e-301,False,False,CL0023,,1.924124153321275e-299,True,True,Dynein_heavy,MT
PF00097,PF06391,14,92,21,76215,0.025,0.1414,552.283,9.109,5.692535811594001e-37,False,False,CL0229,,7.012611243900176e-37,True,True,zf-C3HC4,MAT1
PF03028,PF08393,103,122,117,76215,0.187,0.7574,549.961,9.103,5.627733313666805e-300,False,False,CL0023,,1.5491614976166442e-298,True,True,Dynein_heavy,DHC_N2
PF17852,PF17857,36,98,51,76215,0.066,0.3186,548.968,9.101,1.6790182272565246e-95,False,False,,CL0671,8.417329788299266e-95,True,True,Dynein_AAA_lid,AAA_lid_1
PF17857,PF18199,51,51,139,76215,0.093,0.3669,548.309,9.099,5.46867910419248e-145,False,False,CL0671,,4.4040320019933056e-144,True,True,AAA_lid_1,Dynein_C
PF17857,PF18198,51,51,140,76215,0.094,0.3643,544.393,9.089,8.602416568392666e-145,False,True,CL0671,CL0671,6.891036341029892e-144,True,False,AAA_lid_1,AAA_lid_11
PF12781,PF22597,24,91,37,76215,0.044,0.2308,543.261,9.086,8.884081989900927e-63,False,False,CL0023,CL0671,1.4928413021875696e-62,True,True,AAA_9,DYN_lid
PF07728,PF12780,41,62,93,76215,0.076,0.3596,541.938,9.082,1.80574944162951e-108,False,True,CL0023,CL0023,9.834189405133375e-108,True,False,AAA_5,AAA_8
PF00168,PF24652,21,76,39,76215,0.039,0.2234,539.985,9.077,2.751713644209023e-54,False,False,CL0154,CL0659,4.0884145803066347e-54,True,True,C2,CEP76_C
PF08393,PF12774,106,117,128,76215,0.196,0.7626,539.449,9.075,1.018121616286331e-308,False,False,,CL0023,3.145788014403072e-307,True,True,DHC_N2,AAA_6
PF00168,PF24656,22,76,41,76215,0.041,0.2316,538.103,9.072,7.789420001990578e-57,False,False,CL0154,CL0125,1.1840544059250737e-56,True,True,C2,CEPT76_peptidase
PF00689,PF13246,44,46,136,76215,0.082,0.3188,536.039,9.066,4.765715095189847e-122,False,False,,CL0137,2.84066639925883e-121,True,True,Cation_ATPase_C,Cation_ATPase
PF12777,PF18198,114,116,140,76215,0.213,0.8028,535.007,9.063,0.0,False,False,,CL0671,0.0,True,True,MT,AAA_lid_11
PF12777,PF18199,113,116,139,76215,0.212,0.7958,534.129,9.061,0.0,False,False,,,0.0,True,True,MT,Dynein_C
PF12780,PF18198,91,93,140,76215,0.171,0.6408,532.685,9.057,5.411966382386641e-263,False,False,CL0023,CL0671,1.078120671438602e-261,True,True,AAA_8,AAA_lid_11
PF12781,PF18198,89,91,140,76215,0.167,0.6268,532.428,9.056,1.1772424681172107e-256,False,False,CL0023,CL0671,2.2004260453450083e-255,True,True,AAA_9,AAA_lid_11
PF03028,PF12774,109,122,128,76215,0.205,0.773,531.982,9.055,2.7011503e-317,False,True,CL0023,CL0023,8.70115214e-316,True,False,Dynein_heavy,AAA_6
PF12774,PF18199,124,128,139,76215,0.233,0.8671,531.175,9.053,0.0,False,False,CL0023,,0.0,True,True,AAA_6,Dynein_C
PF12780,PF18199,90,93,139,76215,0.17,0.6338,530.622,9.052,8.92068086239109e-259,False,False,CL0023,,1.7315270289307835e-257,True,True,AAA_8,Dynein_C
PF00753,PF07521,20,64,45,76215,0.038,0.2247,529.271,9.048,3.4210479081593616e-51,False,False,CL0381,CL0398,4.904797853175448e-51,True,True,Lactamase_B,RMMBL
PF00753,PF10996,20,64,45,76215,0.038,0.2247,529.271,9.048,3.4210479081593616e-51,False,False,CL0381,CL0023,4.904797853175448e-51,True,True,Lactamase_B,Beta-Casp
PF12775,PF18199,127,132,139,76215,0.241,0.8819,527.54,9.043,0.0,False,False,CL0023,,0.0,True,True,AAA_7,Dynein_C
PF12774,PF18198,124,128,140,76215,0.235,0.8611,527.381,9.043,0.0,False,False,CL0023,CL0671,0.0,True,True,AAA_6,AAA_lid_11
PF17852,PF18199,94,98,139,76215,0.179,0.6573,525.929,9.039,3.7588045085778986e-270,False,False,,,8.622469736343847e-269,True,True,Dynein_AAA_lid,Dynein_C
PF12781,PF18199,87,91,139,76215,0.166,0.6084,524.208,9.034,6.1081713405978784e-248,False,False,CL0023,,1.0629622309959987e-246,True,True,AAA_9,Dynein_C
PF03028,PF18198,117,122,140,76215,0.224,0.8069,522.082,9.028,0.0,False,False,CL0023,CL0671,0.0,True,True,Dynein_heavy,AAA_lid_11
PF12781,PF17852,61,91,98,76215,0.117,0.4766,521.318,9.026,1.0893720485983072e-163,False,False,CL0023,,1.1296638914916692e-162,True,True,AAA_9,Dynein_AAA_lid
PF03028,PF12775,110,122,132,76215,0.211,0.7639,520.594,9.024,1.3161e-318,False,True,CL0023,CL0023,4.4279517e-317,True,False,Dynein_heavy,AAA_7
PF12775,PF18198,126,132,140,76215,0.242,0.863,519.648,9.021,0.0,False,False,CL0023,CL0671,0.0,True,True,AAA_7,AAA_lid_11
PF00467,PF08071,12,88,20,76215,0.023,0.125,519.648,9.021,3.205056149232811e-31,False,False,CL0010,,3.77917056848791e-31,True,True,KOW,RS4NT
PF18199,PF22597,35,139,37,76215,0.067,0.2482,518.671,9.019,8.403919757191327e-96,False,False,,CL0671,4.2411781707958894e-95,True,True,Dynein_C,DYN_lid
PF08393,PF12775,105,117,132,76215,0.203,0.7292,518.167,9.017,2.046748933397903e-301,False,False,,CL0023,5.959188240700818e-300,True,True,DHC_N2,AAA_7
PF17852,PF18198,93,98,140,76215,0.18,0.6414,516.618,9.013,3.4808048888811405e-265,False,False,,CL0671,7.02658480235473e-264,True,True,Dynein_AAA_lid,AAA_lid_11
PF03028,PF08385,43,122,52,76215,0.083,0.3282,516.59,9.013,4.809314152723381e-115,False,False,CL0023,,2.716903592247462e-114,True,True,Dynein_heavy,DHC_N1
PF08393,PF18199,110,117,139,76215,0.213,0.7534,515.505,9.01,5.5012e-319,False,False,,,1.892921e-317,True,True,DHC_N2,Dynein_C
PF08385,PF12774,45,52,128,76215,0.087,0.3333,515.276,9.009,2.6732580206060995e-121,False,False,,CL0023,1.580981501249076e-120,True,True,DHC_N1,AAA_6
PF18198,PF22597,35,140,37,76215,0.068,0.2465,514.966,9.008,1.1204939957065864e-95,False,True,CL0671,CL0671,5.6359731212617004e-95,True,False,AAA_lid_11,DYN_lid
PF00467,PF00900,13,88,22,76215,0.025,0.134,511.774,8.999,1.2611287599642747e-33,False,False,CL0010,CL0021,1.5153563036396126e-33,True,True,KOW,Ribosomal_S4e
PF00467,PF16121,13,88,22,76215,0.025,0.134,511.774,8.999,1.2611287599642747e-33,False,False,CL0010,,1.5153563036396126e-33,True,True,KOW,40S_S4_C
PF09416,PF13086,22,22,149,76215,0.043,0.1477,511.51,8.999,4.992044722330418e-61,False,False,CL0229,CL0023,8.144348825008894e-61,True,True,UPF1_Zn_bind,AAA_11
PF13086,PF18141,22,149,22,76215,0.043,0.1477,511.51,8.999,4.992044722330418e-61,False,False,CL0023,CL0866,8.144348825008894e-61,True,True,AAA_11,UPF1_1B_dom
PF13086,PF16399,22,149,22,76215,0.043,0.1477,511.51,8.999,4.992044722330418e-61,False,False,CL0023,CL0020,8.144348825008894e-61,True,True,AAA_11,Aquarius_N_1st
PF13086,PF21143,22,149,22,76215,0.043,0.1477,511.51,8.999,4.992044722330418e-61,False,False,CL0023,CL0866,8.144348825008894e-61,True,True,AAA_11,Aquarius_N_2nd
PF12780,PF17852,60,93,98,76215,0.12,0.458,501.745,8.971,3.4742378718017485e-159,False,False,CL0023,,3.350316011406272e-158,True,True,AAA_8,Dynein_AAA_lid
PF16830,PF18515,8,16,76,76215,0.016,0.0952,501.414,8.97,8.543288008745274e-21,False,False,,,9.285382659899746e-21,True,True,NBD94,Rh5
PF00521,PF01751,18,45,61,76215,0.036,0.2045,499.77,8.965,1.8911162831412518e-45,False,False,,CL0413,2.538253592797744e-45,True,True,DNA_topoisoIV,Toprim
PF00501,PF13193,23,153,23,76215,0.046,0.1503,498.137,8.96,1.6077687629659338e-63,False,False,CL0378,CL0531,2.7227761824725094e-63,True,True,AMP-binding,AMP-binding_C
PF00501,PF02775,22,153,22,76215,0.044,0.1438,498.137,8.96,9.351200408905607e-61,False,False,CL0378,CL0254,1.5158155694949776e-60,True,True,AMP-binding,TPP_enzyme_C
PF00501,PF16177,22,153,22,76215,0.044,0.1438,498.137,8.96,9.351200408905607e-61,False,True,CL0378,CL0378,1.5158155694949776e-60,True,False,AMP-binding,ACAS_N
PF00501,PF02776,21,153,21,76215,0.042,0.1373,498.137,8.96,5.397767908758737e-58,False,False,CL0378,CL0254,8.28825620067011e-58,True,True,AMP-binding,TPP_enzyme_N
PF00406,PF13207,10,85,18,76215,0.02,0.1075,498.137,8.96,7.464324804634527e-26,False,True,CL0023,CL0023,8.446179188502747e-26,True,False,ADK,AAA_17
PF00205,PF00501,6,6,153,76215,0.012,0.0392,498.137,8.96,5.927805718760429e-17,False,False,CL0063,CL0378,6.276012488254048e-17,True,True,TPP_enzyme_M,AMP-binding
PF12872,PF14418,19,40,73,76215,0.038,0.2021,495.92,8.954,4.3779429026487487e-48,False,False,CL0123,,5.992952581021886e-48,True,True,OST-HTH,OHA
PF00557,PF08644,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,CL0266,1.7552961731062974e-60,True,True,Peptidase_M24,SPT16
PF00557,PF14826,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,CL0356,1.7552961731062974e-60,True,True,Peptidase_M24,FACT-Spt16_Nlob
PF00557,PF24824,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,CL0266,1.7552961731062974e-60,True,True,Peptidase_M24,PH_SPT16
PF00557,PF01321,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,CL0356,1.7552961731062974e-60,True,True,Peptidase_M24,Creatinase_N
PF00557,PF16188,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,,1.7552961731062974e-60,True,True,Peptidase_M24,Peptidase_M24_C
PF00557,PF16189,22,154,22,76215,0.044,0.1429,494.903,8.951,1.0909733810389867e-60,False,False,,CL0356,1.7552961731062974e-60,True,True,Peptidase_M24,Creatinase_N_2
PF08393,PF17852,74,117,98,76215,0.15,0.5248,491.881,8.942,1.6532608028587229e-199,False,False,,,2.0516695537115627e-198,True,True,DHC_N2,Dynein_AAA_lid
PF03028,PF17852,77,122,98,76215,0.157,0.5385,490.846,8.939,1.3033949590049188e-208,False,False,CL0023,,1.67232200672326e-207,True,True,Dynein_heavy,Dynein_AAA_lid
PF11987,PF22042,36,80,70,76215,0.073,0.3158,489.954,8.937,5.124666515719697e-92,False,False,,CL0866,2.5355376159475886e-91,True,True,IF-2,EF-G_D2
PF18198,PF18199,125,140,139,76215,0.255,0.8117,489.562,8.935,0.0,False,False,CL0671,,0.0,True,True,AAA_lid_11,Dynein_C
PF02852,PF07992,87,87,156,76215,0.178,0.5577,488.558,8.932,8.392304669893958e-248,False,False,CL0608,CL0063,1.443857871615847e-246,True,True,Pyr_redox_dim,Pyr_redox_2
PF08385,PF12775,44,52,132,76215,0.09,0.3143,488.558,8.932,7.054206344356085e-117,False,False,,CL0023,4.015063310283877e-116,True,True,DHC_N1,AAA_7
PF07992,PF22365,23,156,23,76215,0.047,0.1474,488.558,8.932,2.60317722569414e-63,False,False,CL0063,,4.39376847235332e-63,True,True,Pyr_redox_2,PfNDH2_hel_ins
PF07992,PF22366,23,156,23,76215,0.047,0.1474,488.558,8.932,2.60317722569414e-63,False,False,CL0063,,4.39376847235332e-63,True,True,Pyr_redox_2,NDH2_C
PF00310,PF07992,22,22,156,76215,0.045,0.141,488.558,8.932,1.480178226547116e-60,False,False,CL0052,CL0063,2.3539809191095945e-60,True,True,GATase_2,Pyr_redox_2
PF01493,PF07992,22,22,156,76215,0.045,0.141,488.558,8.932,1.480178226547116e-60,False,False,,CL0063,2.3539809191095945e-60,True,True,GXGXG,Pyr_redox_2
PF01645,PF07992,22,22,156,76215,0.045,0.141,488.558,8.932,1.480178226547116e-60,False,False,CL0036,CL0063,2.3539809191095945e-60,True,True,Glu_synthase,Pyr_redox_2
PF04898,PF07992,22,22,156,76215,0.045,0.141,488.558,8.932,1.480178226547116e-60,False,False,CL0036,CL0063,2.3539809191095945e-60,True,True,Glu_syn_central,Pyr_redox_2
PF07992,PF14691,22,156,22,76215,0.045,0.141,488.558,8.932,1.480178226547116e-60,False,False,CL0063,CL0344,2.3539809191095945e-60,True,True,Pyr_redox_2,Fer4_20
PF02430,PF11556,17,39,68,76215,0.035,0.1889,488.558,8.932,8.158455149791069e-43,False,False,CL0168,,1.0648190600675584e-42,True,True,AMA-1,EBA-175_VI
PF12780,PF22597,22,93,37,76215,0.045,0.2037,487.28,8.929,4.96217596186011e-56,False,False,CL0023,CL0671,7.4753576181653805e-56,True,True,AAA_8,DYN_lid
PF05739,PF14523,13,55,37,76215,0.027,0.1646,486.877,8.927,1.0872652659062366e-32,False,True,CL0445,CL0445,1.2920876079921838e-32,True,False,SNARE,Syntaxin_2
PF12589,PF13847,6,20,47,76215,0.012,0.0984,486.479,8.926,1.5193600087274211e-15,False,False,,CL0063,1.5919107634694226e-15,True,True,WBS_methylT,Methyltransf_31
PF07728,PF12781,36,62,91,76215,0.074,0.3077,486.306,8.926,3.901546061980669e-92,False,True,CL0023,CL0023,1.9367018812586008e-91,True,False,AAA_5,AAA_9
PF03028,PF18199,108,122,139,76215,0.223,0.7059,485.389,8.923,5.889914674209428e-305,False,False,CL0023,,1.748496238579034e-303,True,True,Dynein_heavy,Dynein_C
PF08393,PF18198,104,117,140,76215,0.215,0.6797,483.905,8.919,4.4255083445460365e-292,False,False,,CL0671,1.1754771287092455e-290,True,True,DHC_N2,AAA_lid_11
PF00122,PF00690,43,158,43,76215,0.089,0.2722,482.373,8.914,7.571925565701412e-119,False,False,,,4.392297052288099e-118,True,True,E1-E2_ATPase,Cation_ATPase_N
PF00122,PF12409,6,158,6,76215,0.012,0.038,482.373,8.914,7.212202963809855e-17,False,False,,,7.630520815659064e-17,True,True,E1-E2_ATPase,P5-ATPase
PF00642,PF21369,18,132,22,76215,0.038,0.1324,472.407,8.884,4.255890913406221e-47,False,False,CL0537,CL0229,5.804881840447764e-47,True,True,zf-CCCH,STL11_N
PF00557,PF21091,19,154,20,76215,0.04,0.1226,470.157,8.877,4.0049929833387364e-51,False,False,,,5.736574623249618e-51,True,True,Peptidase_M24,SPT16_C
PF00628,PF15863,18,68,43,76215,0.038,0.1935,469.176,8.874,6.50031209966007e-45,False,False,CL0229,,8.640449972682481e-45,True,True,PHD,EELM2
PF12799,PF13855,26,151,28,76215,0.055,0.1699,468.683,8.872,2.0230810220848766e-69,False,True,CL0022,CL0022,3.952186667660004e-69,True,False,LRR_4,LRR_8
PF04851,PF13307,17,40,70,76215,0.037,0.1828,462.734,8.854,2.483622171023778e-42,False,True,CL0023,CL0023,3.235975875154905e-42,True,False,ResIII,Helicase_C_2
PF03143,PF03144,37,37,165,76215,0.08,0.2242,461.909,8.851,3.284364117586895e-101,False,False,CL0740,CL0866,1.726571970148111e-100,True,True,GTP_EFTU_D3,GTP_EFTU_D2
PF03144,PF09173,22,165,22,76215,0.048,0.1333,461.909,8.851,5.556297411832785e-60,False,False,CL0866,CL0740,8.790213460308084e-60,True,True,GTP_EFTU_D2,eIF2_C
PF03144,PF16004,15,165,15,76215,0.032,0.0909,461.909,8.851,5.58998528881138e-41,False,False,CL0866,,7.203893922101423e-41,True,True,GTP_EFTU_D2,EFTUD2
PF00122,PF00689,44,158,46,76215,0.095,0.275,461.401,8.85,1.1797151542340924e-118,False,False,,,6.817132608818381e-118,True,True,E1-E2_ATPase,Cation_ATPase_C
PF00560,PF12799,20,22,151,76215,0.044,0.1307,458.85,8.842,5.374872552138467e-53,False,True,CL0022,CL0022,7.8472102641635865e-53,True,False,LRR_1,LRR_4
PF00090,PF00092,55,107,86,76215,0.121,0.3986,455.534,8.831,1.0835059919624131e-141,False,False,CL0692,CL0128,8.412451650415864e-141,True,True,TSP_1,VWA
PF08385,PF18199,43,52,139,76215,0.095,0.2905,453.41,8.825,4.216378940815076e-112,False,False,,,2.3297801884649728e-111,True,True,DHC_N1,Dynein_C
PF05756,PF07133,9,19,80,76215,0.02,0.1,451.273,8.818,8.888546277298377e-23,False,False,,,9.837177678238117e-23,True,True,S-antigen,Merozoite_SPAM
PF00561,PF04083,13,100,22,76215,0.029,0.1193,450.361,8.815,7.458969129742324e-33,False,True,CL0028,CL0028,8.892030915299116e-33,True,False,Abhydrolase_1,Abhydro_lipase
PF08385,PF18198,43,52,140,76215,0.096,0.2886,450.171,8.814,6.0847918334946595e-112,False,False,,CL0671,3.3499544857857874e-111,True,True,DHC_N1,AAA_lid_11
PF14551,PF17207,32,32,170,76215,0.071,0.1882,448.324,8.808,6.285604513063739e-87,False,False,CL0903,CL0021,1.9225061076320205e-86,True,True,MCM_N,MCM_OB
PF17207,PF18263,22,170,22,76215,0.049,0.1294,448.324,8.808,1.120966285451125e-59,False,False,CL0021,CL0123,1.766017644300732e-59,True,True,MCM_OB,WHD_MCM6
PF17207,PF24901,15,170,15,76215,0.033,0.0882,448.324,8.808,8.923099726784652e-41,False,False,CL0021,CL0123,1.1468228341555146e-40,True,True,MCM_OB,WHD_MCM7
PF00125,PF16211,43,171,43,76215,0.096,0.2515,445.702,8.8,3.846139176155145e-117,False,False,CL0012,,2.1973791368675052e-116,True,True,Histone,Histone_H2A_C
PF03810,PF25574,22,102,37,76215,0.05,0.188,444.285,8.795,4.892696602589577e-55,False,True,CL0020,CL0020,7.30526889183493e-55,True,False,IBN_N,TPR_IMB1
PF13181,PF13432,6,172,6,76215,0.014,0.0349,443.11,8.792,1.209842087899961e-16,False,True,CL0020,CL0020,1.2755577444850563e-16,True,False,TPR_8,TPR_16
PF03129,PF07973,23,88,45,76215,0.052,0.2091,442.663,8.79,4.7121568392723537e-57,False,False,CL0458,CL0094,7.17726906907278e-57,True,True,HGTP_anticodon,tRNA_SAD
PF00899,PF10585,48,173,48,76215,0.109,0.2775,440.549,8.783,9.142479679019412e-131,False,False,CL0063,,6.097671468738058e-130,True,True,ThiF,UBA_E1_SCCH
PF00899,PF14732,22,173,22,76215,0.05,0.1272,440.549,8.783,1.6900857362757186e-59,False,False,CL0063,,2.654346270457923e-59,True,True,ThiF,UAE_UbL
PF00899,PF09358,21,173,21,76215,0.048,0.1214,440.549,8.783,8.471999512486325e-57,False,False,CL0063,,1.2865202870515844e-56,True,True,ThiF,E1_UFD
PF00899,PF16190,20,173,20,76215,0.045,0.1156,440.549,8.783,4.2191111297640244e-54,False,False,CL0063,CL0866,6.238021728967513e-54,True,True,ThiF,E1_FCCH
PF00899,PF16191,20,173,20,76215,0.045,0.1156,440.549,8.783,4.2191111297640244e-54,False,False,CL0063,,6.238021728967513e-54,True,True,ThiF,E1_4HB
PF00899,PF16420,18,173,18,76215,0.041,0.104,440.549,8.783,1.0262155511126826e-48,False,False,CL0063,CL0909,1.4227933556635545e-48,True,True,ThiF,ATG7_N
PF08393,PF22597,25,117,37,76215,0.057,0.1938,440.142,8.782,5.204947615674768e-63,False,False,,CL0671,8.765618120279865e-63,True,True,DHC_N2,DYN_lid
PF00587,PF03129,67,132,88,76215,0.152,0.4379,439.601,8.78,1.0925364354263088e-174,False,False,CL0040,CL0458,1.1986233066923416e-173,True,True,tRNA-synt_2b,HGTP_anticodon
PF01096,PF02150,8,73,19,76215,0.018,0.0952,439.596,8.78,3.5695989239389105e-20,False,True,CL0167,CL0167,3.8575108999596796e-20,True,False,Zn_ribbon_TFIIS,Zn_ribbon_RPB9
PF00117,PF02786,22,85,45,76215,0.05,0.2037,438.361,8.776,2.26797919940524e-54,False,False,CL0014,CL0179,3.373006392828618e-54,True,True,GATase,CPSase_L_D2
PF09416,PF13087,22,22,174,76215,0.05,0.1264,438.017,8.775,1.9347034086314148e-59,False,False,CL0229,CL0023,3.025972066805746e-59,True,True,UPF1_Zn_bind,AAA_12
PF13087,PF18141,22,174,22,76215,0.05,0.1264,438.017,8.775,1.9347034086314148e-59,False,False,CL0023,CL0866,3.025972066805746e-59,True,True,AAA_12,UPF1_1B_dom
PF13087,PF16399,22,174,22,76215,0.05,0.1264,438.017,8.775,1.9347034086314148e-59,False,False,CL0023,CL0020,3.025972066805746e-59,True,True,AAA_12,Aquarius_N_1st
